title,doi,altmetric_jid,issns1,issns2,journal,cohorts.com,cohorts.pub,cohorts.sci,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,authors7,authors8,authors9,authors10,authors11,authors12,authors13,authors14,authors15,authors16,authors17,type,altmetric_id,schema,is_oa,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.name3,publisher_subjects.scheme1,publisher_subjects.scheme2,publisher_subjects.scheme3,cited_by_posts_count,cited_by_tweeters_count,cited_by_fbwalls_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,scopus_subjects1,scopus_subjects2,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,issns,publisher_subjects.name,publisher_subjects.scheme,cited_by_feeds_count,scopus_subjects3,scopus_subjects4,scopus_subjects5,cited_by_msm_count,cohorts.doc,publisher_subjects.name4,publisher_subjects.name5,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.scheme4,publisher_subjects.scheme5,publisher_subjects.scheme6,publisher_subjects.scheme7,handles,handle,pmid,cited_by_wikipedia_count,authors,scopus_subjects,abstract,cited_by_rdts_count,subjects,authors18,authors19,authors20,authors21,authors22,authors23,authors24,publisher_subjects.name8,publisher_subjects.scheme8,cited_by_policies_count,scopus_subjects6,scopus_subjects7,scopus_subjects8,authors25,authors26,authors27,authors28,authors29,authors30,authors31,authors32,authors33,authors34,authors35,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,cited_by_peer_review_sites_count,cited_by_videos_count,cited_by_rh_count,authors52,authors53,authors54,authors55,authors56,authors57,authors58
Every Rule Has an Exception: a Cheater in the Community-Wide Mutualism in Antarctic Seaweed Forests,10.1093/icb/icaa058,4f6fa4ed3cf058f610002af1,1540-7063,1557-7023,Integrative & Comparative Biology,NA,1,NA,18094095,9.5391793891886,15985660,1,0,1299,10.089114703618,1230,1,0,405142,15.411530460924,339790,1,0,1,0,1,1,0,Sabrina Heiser,Charles D Amsler,James B McClintock,Andrew J Shilling,Bill J Baker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,100202663,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,1,1,NA,1,1593778182,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,http://dx.doi.org/10.1093/icb/icaa058,1613407580,1591228800,Life Sciences,Agricultural and Biological Sciences,0,2,0,2,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=100202663,NA,Zoology,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32497189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Range size predicts the risk of local extinction from habitat loss,10.1111/geb.13003,4f6fa4ec3cf058f610002975,1466-822X,1466-8238,Global Ecology & Biogeography,1,31,24,18687462,9.5368805845314,897641,95,17788789,1604,15.793438902743,199,87,1406,275218,13.418487191971,22048,91,253152,33,12.435818181818,5,87,29,Ingmar R. Staude,Laetitia M. Navarro,Henrique M. Pereira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,66543208,1.5.4,FALSE,Ecology,Ecological Applications,NA,era,era,NA,61,56,1,57,1589376385,28.7,0,0,0,0,0,0,0,0,0,0,0,28.7,http://dx.doi.org/10.1111/geb.13003,1568360730,1568246400,Physical Sciences,Environmental Science,0,124,0,124,https://badges.altmetric.com/?size=64&score=29&types=tttttttf,https://badges.altmetric.com/?size=100&score=29&types=tttttttf,https://badges.altmetric.com/?size=180&score=29&types=tttttttf,http://www.altmetric.com/details.php?citation_id=66543208,NA,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modelling the spatial distribution of selected North American woodland mammals under future climate scenarios,10.1111/mam.12210,4f6fa4ff3cf058f610003042,0305-1838,1365-2907,Mammal Review,NA,3,2,18034577,9.5238500815466,5837473,67,12155505,438,24.884283105023,256,41,182,309620,18.362228596343,124806,59,183400,1,131.644,1,1,0,Jiban Chandra Deb,Graham Forbes,David A. MacLean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,89682177,1.5.4,FALSE,Zoology,Ecology,NA,era,era,NA,5,5,NA,5,1609076770,3.1,3.1,0,0,0,0,0,0,0,0,0,0,3.1,http://dx.doi.org/10.1111/mam.12210,1599598375,1597104000,Life Sciences,Agricultural and Biological Sciences,0,36,0,36,https://badges.altmetric.com/?size=64&score=4&types=tttttttt,https://badges.altmetric.com/?size=100&score=4&types=tttttttt,https://badges.altmetric.com/?size=180&score=4&types=tttttttt,http://www.altmetric.com/details.php?citation_id=89682177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A gap analysis modelling framework to prioritize collecting for ex situ conservation of crop landraces,10.1111/ddi.13046,4f6fa4eb3cf058f610002724,1366-9516,1472-4642,Diversity & Distributions,2,15,11,19529814,9.6899279589701,1097194,94,18433281,1502,14.164511318242,217,85,1285,278934,17.994827980812,27131,90,251807,28,26.621928571429,10,67,19,Julian Ramirez‐Villegas,Colin K. Khoury,Harold A. Achicanoy,Andres C. Mendez,Maria Victoria Diaz,Chrystian C. Sosa,Daniel G. Debouck,Zakaria Kehel,Luigi Guarino,NA,NA,NA,NA,NA,NA,NA,NA,article,77135464,1.5.4,FALSE,Environmental Sciences,Biological Sciences,NA,era,era,NA,45,28,NA,29,1622706261,24.122,9.822,0,0,0,0,0,0,0,0,0,0,24.122,http://dx.doi.org/10.1111/ddi.13046,1583508659,1583452800,Life Sciences,Agricultural and Biological Sciences,0,37,0,37,https://badges.altmetric.com/?size=64&score=25&types=bbtttttt,https://badges.altmetric.com/?size=100&score=25&types=bbtttttt,https://badges.altmetric.com/?size=180&score=25&types=bbtttttt,http://www.altmetric.com/details.php?citation_id=77135464,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10568/108131,10568/108131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polyploidy promotes species diversification of Allium through ecological shifts,10.1111/nph.16098,4f6fa50e3cf058f6100031cc,0028-646X,1469-8137,New Phytologist,1,62,15,19519615,9.6889684389792,582440,97,18938441,7654,12.624515286125,358,95,7297,277560,13.217788824038,13923,94,263638,178,19.403820224719,12,93,167,Ting‐Shen Han,Quan‐Jing Zheng,Renske E. Onstein,Blanca M. Rojas‐Andrés,Frank Hauenschild,Alexandra N. Muellner‐Riehl,Yao‐Wu Xing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,64766150,1.5.4,FALSE,Biological Sciences,Agricultural And Veterinary Sciences,NA,era,era,NA,85,78,NA,79,1573826447,49.722,0,0,0,0,0,0,0,0,0,0,0,49.722,http://dx.doi.org/10.1111/nph.16098,1565354207,1567641600,Medicine,Health Sciences,0,74,0,74,https://badges.altmetric.com/?size=64&score=50&types=bttttttt,https://badges.altmetric.com/?size=100&score=50&types=bttttttt,https://badges.altmetric.com/?size=180&score=50&types=bttttttt,http://www.altmetric.com/details.php?citation_id=64766150,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31394010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eocene palms from central Myanmar in a South-East Asian and global perspective: evidence from the palynological record,10.1093/botlinnean/boaa038,4f6fa4e93cf058f61000241d,0024-4074,1095-8339,Botanical Journal of the Linnean Society,4,30,12,19793918,9.69171139701232,939309,95,18855087,1403,5.46073841767641,34,97,1369,300415,19.6595203102367,26956,91,273432,19,17.2117894736842,5,78,15,Huasheng Huang,Robert Morley,Alexis Licht,Guillaume Dupont-Nivet,Friðgeir Grímsson,Reinhard Zetter,Jan Westerweel,Zaw Win,Day Wa Aung,Carina Hoorn,NA,NA,NA,NA,NA,NA,NA,article,85844584,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,56,48,NA,49,1639866156,29.3,6.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,0.75,0,29.3,http://dx.doi.org/10.1093/botlinnean/boaa038,1594826332,1594771200,Life Sciences,Agricultural and Biological Sciences,0,11,0,11,https://badges.altmetric.com/?size=64&score=30&types=tttttttw,https://badges.altmetric.com/?size=100&score=30&types=tttttttw,https://badges.altmetric.com/?size=180&score=30&types=tttttttw,http://www.altmetric.com/details.php?citation_id=85844584,NA,Plant Biology,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latitudinal shifts in mangrove species worldwide: evidence from historical occurrence records,10.1007/s10750-020-04403-x,4f6fa4ec3cf058f610002a21,0018-8158,1573-5117,Hydrobiologia,1,2,1,19157212,9.6321843726527,2599756,86,16555564,4269,3.3929529163739,222,94,4046,312784,18.64204422221,66780,78,245937,68,3.9242058823529,9,88,60,Fatih Fazlioglu,Justin S. H. Wan,Luzhen Chen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,89922843,1.5.4,FALSE,Ecology,Freshwater & Marine Ecology,Life Sciences,springer,springer,springer,6,4,NA,5,1626698208,9.43,7.33,5.08,0,0,0,0,0,0,0,0,0,9.43,http://dx.doi.org/10.1007/s10750-020-04403-x,1599854264,1599782400,Life Sciences,Agricultural and Biological Sciences,0,11,0,11,https://badges.altmetric.com/?size=64&score=10&types=bbtttttt,https://badges.altmetric.com/?size=100&score=10&types=bbtttttt,https://badges.altmetric.com/?size=180&score=10&types=bbtttttt,http://www.altmetric.com/details.php?citation_id=89922843,NA,NA,NA,1,NA,NA,NA,NA,NA,Zoology,NA,NA,NA,springer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evaluation of plant sources for antiinfective lead compound discovery by correlating phylogenetic, spatial, and bioactivity data",10.1073/pnas.1915277117,4f6fa5133cf058f6100033a0,0027-8424,1091-6490,Proceedings of the National Academy of Sciences of the United States of America,3,13,12,19012843,9.6310438970131,381649,97,18631533,92188,32.794664229618,7701,91,84491,290719,20.463029867328,12334,95,278387,951,113.04975184017,225,76,727,Laura Holzmeyer,Anne-Kathrin Hartig,Katrin Franke,Wolfgang Brandt,Alexandra N. Muellner-Riehl,Ludger A. Wessjohann,Jan Schnitzler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,81818423,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,39,28,1,37,1625587737,73.66,12.66,7.58,0,0,0,0,0,0,0,0,0,73.66,http://dx.doi.org/10.1073/pnas.1915277117,1589226803,1589155200,NA,NA,0,41,0,41,https://badges.altmetric.com/?size=64&score=74&types=mbtttttf,https://badges.altmetric.com/?size=100&score=74&types=mbtttttf,https://badges.altmetric.com/?size=180&score=74&types=mbtttttf,http://www.altmetric.com/details.php?citation_id=81818423,NA,Multidisciplinary,era,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32393619,NA,NA,General,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Retracing the contours of the early angiosperm environmental niche,10.1093/aob/mcz131,4f6fa4e83cf058f610002271,0305-7364,1095-8290,Annals of Botany,NA,19,9,19315352,9.6760656915825,1214876,93,18100564,3157,9.6782572062084,236,92,2922,274424,13.257351514444,27622,89,246791,47,13.77629787234,8,85,40,Robin Pouteau,Santiago Trueba,Sandrine Isnard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,65176498,1.5.4,FALSE,Plant Biology,Ecology,NA,era,era,NA,37,28,NA,29,1621035350,21.23,3.35,0,0,0,0,0,0,0,0,0,0,21.23,http://dx.doi.org/10.1093/aob/mcz131,1566248846,1565568000,Life Sciences,Agricultural and Biological Sciences,0,16,0,16,https://badges.altmetric.com/?size=64&score=22&types=bttttttt,https://badges.altmetric.com/?size=100&score=22&types=bttttttt,https://badges.altmetric.com/?size=180&score=22&types=bttttttt,http://www.altmetric.com/details.php?citation_id=65176498,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31402380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Let’s make Pulvigera great again: re-circumscription of a misunderstood group of Orthotrichaceae that diversified in North America,10.1093/botlinnean/boaa013,4f6fa4e93cf058f61000241d,0024-4074,1095-8339,Botanical Journal of the Linnean Society,3,2,2,17457801,9.3981174206274,5098459,70,12321507,1199,5.6437297748123,292,75,904,278812,19.688301163508,100109,63,177577,32,4.2078125,11,65,21,Francisco Lara,Isabel Draper,Maren Flagmeier,Juan Antonio Calleja,Vicente Mazimpaka,Ricardo Garilleti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,78674923,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,7,7,NA,7,1587026036,3.85,0,0,0,0,0,0,0,0,0,0,0,3.85,http://dx.doi.org/10.1093/botlinnean/boaa013,1585753427,1585612800,Life Sciences,Agricultural and Biological Sciences,0,7,0,7,https://badges.altmetric.com/?size=64&score=4&types=tttttttt,https://badges.altmetric.com/?size=100&score=4&types=tttttttt,https://badges.altmetric.com/?size=180&score=4&types=tttttttt,http://www.altmetric.com/details.php?citation_id=78674923,NA,Plant Biology,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A revision of the genus Gouania (Rhamnaceae) in the Philippines and Sundaland,10.1007/s12225-020-9867-5,4f6fa62b3cf058f610007f73,0075-5974,1874-933X,Kew Bulletin,1,6,NA,18523374,9.5360020706801,5205550,70,13110717,873,3.9728293241695,137,83,727,288375,20.710552488946,103366,63,183811,25,3.45432,6,76,19,Daniel Cahen,Kurt S. Stenn,Timothy M. A. Utteridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,81262880,1.5.4,FALSE,Life Sciences,"Life Sciences, general",Plant Ecology,springer,springer,springer,11,7,1,8,1596662348,4,0,0,0,0,0,0,0,0,0,0,0,4,http://dx.doi.org/10.1007/s12225-020-9867-5,1588620076,1588377600,Life Sciences,Agricultural and Biological Sciences,0,5,0,5,https://badges.altmetric.com/?size=64&score=4&types=ttttttff,https://badges.altmetric.com/?size=100&score=4&types=ttttttff,https://badges.altmetric.com/?size=180&score=4&types=ttttttff,http://www.altmetric.com/details.php?citation_id=81262880,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plant Sciences,Plant Systematics/Taxonomy/Biogeography,Plant Biology,Evolutionary Biology,springer,springer,era,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global biodiversity and biogeography of mangrove crabs: Temperature, the key driver of latitudinal gradients of species richness",10.1016/j.jtherbio.2020.102692,4f6fa4f73cf058f610002f7b,NA,NA,Journal of Thermal Biology,NA,7,2,18925022,9.6070216042011,4523837,76,14385139,847,5.9186186540732,155,81,691,308290,18.51599406403,93178,69,214497,31,6.7145161290323,10,70,22,Sana Sharifian,Ehsan Kamrani,Hanieh Saeedi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,88571658,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,11,9,NA,9,1600681483,5.7,0,0,0,0,0,0,0,0,0,0,0,5.7,http://dx.doi.org/10.1016/j.jtherbio.2020.102692,1597944841,1596240000,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0,49,0,49,https://badges.altmetric.com/?size=64&score=6&types=tttttttt,https://badges.altmetric.com/?size=100&score=6&types=tttttttt,https://badges.altmetric.com/?size=180&score=6&types=tttttttt,http://www.altmetric.com/details.php?citation_id=88571658,0306-4565,Biological Sciences,era,NA,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32888577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Future Distribution of Suitable Habitat for Pelagic Sharks in Australia Under Climate Change Models,10.3389/fmars.2020.00570,52fbad613cf058f70b8b4567,NA,NA,Frontiers in Marine Science,NA,10,NA,18829177,9.57996459728185,5213465,72,13588003,4781,15.9483760719515,2369,50,2393,297348,19.4633562156121,105296,64,191416,85,19.0596235294118,53,36,31,Charlotte A. Birkmanis,Jennifer J. Freer,Leigh W. Simmons,Julian C. Partridge,Ana M. M. Sequeira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,85743210,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,10,10,NA,10,1599482555,4.2,0,0,0,0,0,0,0,0,0,0,0,4.2,http://dx.doi.org/10.3389/fmars.2020.00570,1594701681,1594684800,NA,NA,0,54,0,54,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,http://www.altmetric.com/details.php?citation_id=85743210,2296-7745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylogenetics of Hawaiian Diplazium (Athyriaceae: Polypodiales),10.1640/0002-8444-110.3.112,4f6fa51a3cf058f610003882,NA,NA,American Fern Journal,NA,1,1,18881749,9.5925248131386,11498948,37,7013437,196,3.2845408163265,165,15,30,312376,18.5499322099,169836,42,133920,5,1.67,3,60,3,Sarah M. Jaksich,Hank Oppenheimer,Margaret From,P. Roxanne Kellar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,89919745,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,2,2,NA,2,1600089819,1.5,0,0,0,0,0,0,0,0,0,0,0,1.5,http://dx.doi.org/10.1640/0002-8444-110.3.112,1599850535,1598572800,Life Sciences,Agricultural and Biological Sciences,0,5,0,5,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,http://www.altmetric.com/details.php?citation_id=89919745,0002-8444,Plant Biology,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Incorporating interspecific interactions into phylogeographic models: A case study with Californian oaks,10.1111/mec.15548,4f6fa5163cf058f6100037bc,0962-1083,1365-294X,Molecular Ecology,2,20,18,18652463,9.5248576581022,1131030,93,17520106,5582,10.292373342888,577,89,5006,304546,18.871422333571,33473,88,271019,92,15.216434782609,21,78,72,Joaquín Ortego,L. Lacey Knowles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,86109313,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,41,40,1,41,1597223797,21.95,0,0,0,0,0,0,0,0,0,0,0,21.95,http://dx.doi.org/10.1111/mec.15548,1595222879,1596153600,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0,38,0,38,https://badges.altmetric.com/?size=64&score=22&types=tttttttf,https://badges.altmetric.com/?size=100&score=22&types=tttttttf,https://badges.altmetric.com/?size=180&score=22&types=tttttttf,http://www.altmetric.com/details.php?citation_id=86109313,NA,Biological Sciences,era,NA,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32657460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Involucre fossils of Carpinus, a northern temperate element, from the Miocene of China and the evolution of its species diversity in East Asia",10.1016/j.pld.2020.01.001,NA,NA,NA,Plant Diversity,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Li Xue,Linbo Jia,Gi-soo Nam,Yongjiang Huang,Shitao Zhang,Yuqing Wang,Zhuo Zhou,Yongsheng Chen,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,78121459,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,3,2,NA,3,1585062365,3.75,0,0,0,0,0,0,0,0,0,0,0,3.75,http://dx.doi.org/10.1016/j.pld.2020.01.001,1584995620,1590969600,NA,NA,0,5,0,5,https://badges.altmetric.com/?size=64&score=4&types=tttttwww,https://badges.altmetric.com/?size=100&score=4&types=tttttwww,https://badges.altmetric.com/?size=180&score=4&types=tttttwww,http://www.altmetric.com/details.php?citation_id=78121459,2468-2659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
