Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags
KMNSZ5FM,conferencePaper,2012,"Lagerstrom, R.; Arzhaeva, Y.; Bischof, L.; Haberle, S.; La Salle, J.; Lovell, D.; Young, A.",Accelerating pollen phenomics with the Classifynder,,,,,https://pdfs.semanticscholar.org/13fc/d2445300207bd0837f605e34a09db164e418.pdf,"With support from the Atlas of Living Australia, and in collaboration with Massey University, researchers from CSIRO and ANU have been investigating how Massey University's Pollen Classifynder can accelerate our understanding of pollen and its role in nature. Given the importance, abundance and diversity of pollen, it is vital to exploit assistive technologies like the Classifynder to enable acquisition and analysis of pollen samples. It is also vital that we understand the strengths and limitations of automated systems so that they can be used (and improved) to complement the strengths and limitations of human analysts to the greatest extent possible. This presentation will review some of our initial experiences with the Classifynder system and our exploration of alternative classifier models to enhance both accuracy and interpretability. We emphasise that overall classification performance depends on several-sometimes interacting-factors, including the problem domain; the sample of the population of interest; the representation of that sample; and the classifier model(s) employed. Our initial experiments in the pollen analysis problem domain have been based on samples from ANU's pollen reference collection (2890 grains, 15 species) and images bundled with the Classifynder system (400 grains, 4 species). These samples have been represented using the Classifynder feature set. In addition to Classifynder's native neural network classifier, we have evaluated linear discriminant and decision tree classifiers on these data with encouraging results. Our hope is that these findings will help enhance the performance of future releases of the Classifynder and other systems for accelerating the acquisition and analysis of pollen samples",2012,28/2/2018 5:36,19/2/2021 10:45,,,,,,NA,,,,NA,NA,,International Organsiation of Palaeobotany,"Tokyo, Japan",not specified,,,,,GS 2012,,-,NA,C:\Users\KEL329\Zotero\storage\K62J7TN8\Lagerstrom et al. - 2012 - Accelerating pollen phenomics with the Classifynde.pdf,,5 - ALA mentioned; ALA author
53VHJ49R,bookSection,2012,"Burton, G.",Implementation of the Nagoya Protocol in JUSCANZ Countries: The Unlikely Lot,The 2010 Nagoya Protocol on Access and Benefit-Sharing in Perspective: Implications for International Law and Implementation Challenges,,,,http://collections.unu.edu/view/UNU:1527,,2012,11/5/2018 3:18,19/2/2021 10:43,,,,,,NA,,,,NA,NA,,,,not specified,,,,,GS 2012,,-,NA,C:\Users\KEL329\Zotero\storage\P5FUDNJL\Burton - 2012 - Implementation of the Nagoya Protocol in JUSCANZ C.pdf,,5 - ALA mentioned
Y9JNYSLM,newspaperArticle,2021,"McLaren, N.",How spotting a platypus could help you save one,ABC News,,,,https://www.abc.net.au/news/2021-02-16/researchers-need-help-to-protect-platypus-populations/13156136,"Platypus may well be ""elusive with few relations and fewer friends"" as the famous Banjo Patterson poem suggests, but researchers are encouraging people to seek them out in the name of conservation.",2021,16/2/2021 2:35,16/2/2021 2:42,16/2/2021 2:35,,,,,NA,,,,NA,NA,,,Illawara,English,,,,,CSIRO Media,,-,NA,C:\Users\KEL329\Zotero\storage\JGIT8TKN\McLaren - 2021 - How spotting a platypus could help you save one.pdf,,5 - ALA mentioned
P3JEM6MD,report,2015,EPNRM Board,Pest Species Regional Managemnet Plan - Eragrostis curvula African Lovegrass,,,,,https://www.naturalresources.sa.gov.au/files/sharedassets/eyre_peninsula/plants_and_animals/nrep_african_love_grass_pest_plan.pdf,,2015,28/2/2018 5:36,22/3/2023 5:48,,,,,,NA,,,,NA,NA,,"Eyre Peninsula Natural Resources Managment Board, SA","Eyre Pensinsula, Australia",not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\XQUT6NQE\EPNRM Board - 2015 - Pest Species Regional Managemnet Plan -  Eragrosti.pdf,,2 - ALA cited
VV9JEWH9,conferencePaper,2015,"Rajagopal, P.; Dandapani, B.",The architecture of a biodiversity informatics platform,Proceedings of the TDWG 2015 Annual Conference,,,,https://mbgocs.mobot.org/index.php/tdwg/2015/paper/view/896/0,"There has been a variety of biodiversity informatics platforms around the world. It is important to consolidate biodiversity information globally and serve it out to different users depending upon their needs. Global biodiversity data is skewed with data from developed countries in the temperate world constituting most the data and tropical lands with minimal data. For the Indian subcontinent, there are multiple platforms with varied aims, varied functions, and strengths. Data from a variety of biodiversity informatics platforms are aggregated globally. But at the grassroots level, sourcing and curation of the biodiversity information is done by a multitude of biodiversity informatics platforms. Biodiversity Informatics Platforms can be broadly separated into two categories based on the scope of the platform. They are either specific, addressing a single taxonomic group or a single objective. Some of the platforms in this category are the e-bird, the mushroom observer, ifoundbutterflies, etc. These address a single taxonomic group and have been built and use interfaces specific to the group. There are other specific platforms that address a specific target group like the many crowdsourcing and citizen science platforms like the iNaturalist and iSpot. These platforms are vibrant and very successful in sourcing biodiversity data and contributing it to global biodiversity databases. There are other generalist biodiversity platforms like the Atlas of Living Australia, which have diverse information from a variety of taxa and with multiple modules and encompass the whole range of information to understand biodiversity. The India Biodiversity Portal is an attempt to address biodiversity information needs of the Indian sub-continent. Driven by these needs, we have built a platform for crowdsourcing, aggregating and serving biodiversity information. It has an integrated set of modules: an observation module for citizen science; a map module for spatial information; a species pages module, with the goal of having one page for every species; a document module for published information; along with other accessories like a discussion module, and a groups infrastructure. The platform also powers the Bhutan Biodiversity Portal and the WIKWIO (Weed Identification and Knowledge in the Western Indian Ocean) portal. The integrated multi-module architecture enables interactions and sharing information. However, the effort of adding modules and integrating them and the lack of single focus could be a disadvantage. We will discuss the pros and cons of single focus vs multi-focus and multi-module vs a single module approach to biodiversity informatics platforms with examples and experiences.",2015,28/2/2018 5:37,27/2/2023 5:12,,,,,,NA,,,,NA,NA,,,"Nairobi, Kenya",not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\QD2BP45Z\TDWG2015_architectureSept2015.pdf,,5 - ALA mentioned
LYDIYMLM,bookSection,2015,"Moser, S.C.",Whither the heart(-to-heart)?  Prospects for a humanistic turn in environmental communication as the world changes darkly,The Routledge Handbook of Environment and Communication,978-0-415-70435-9,,,https://www.routledge.com/The-Routledge-Handbook-of-Environment-and-Communication/Hansen-Cox/p/book/9780367581831,,2015,28/2/2018 5:37,16/2/2021 2:22,,434,,,,NA,,,,NA,NA,,Taylor & Francis,,not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\NXUMZQZX\Moser_Whitherthehearttoheart_acceptedpre-pubdraft.pdf,,5 - ALA mentioned
B3CA752C,thesis,2012,Suifen,Exploring the Application of Collection Digitization in Natural History Museums: A Perspective of Biodiversity Informatics,,,,,http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0014-1009201206011900,,2012,28/2/2018 5:38,16/2/2021 2:22,,,,,,NA,,,,NA,NA,,Taipei Art University,,not specified,,Masters,,,GS 2012,,10.6835/TNUA.2012.00029,NA,,,Request Fulltext
WB4ZN7RH,report,2013,"Waugh, S.; Shepherd, L.; Burnett, A.",Te Papa TFBIS Project (483) on a National Biodiversity Portal for New Zealand. User needs analysis and demonstration portal site,,,,,,,2013,28/2/2018 5:37,22/3/2023 5:48,,,,,,NA,,,,NA,NA,,NZ Department of Conservation,New Zealand,not specified,,,,,GS 2013,,-,NA,,,Request Fulltext
44PUYQ54,book,2008,"Tilley, C. M.",A Sense of Control: Virtual Communities for People with Mobility Impairments,,9781843345213 (ISBN),,,https://eprints.qut.edu.au/41055/,"This work develops a theoretical framework for a virtual community for people with long-term, severe mobility disabilities. It proposes strategies for implementing a virtual community model based on user information needs. The central theme to emerge from their narratives is how the use of information and communications technology (ICT) allows them to regain a sense of control. The conclusion is that the technology provides strategies for independence and facilitates self-empowerment. Draws on the author's wide-ranging experience of ICT and disability. Provides practical and realistic recommendations to real-world problems. (C) 2009 Christine Tilley. All rights reserved.",2008,28/2/2018 5:56,10/2/2022 1:58,,,1-279,,,NA,,,A Sense of Control: Virtual Communities for People with Mobility Impairments,NA,NA,,Elsevier Ltd,,English,,,,,Scopus,,10.1533/9781780631448,NA,,,Request Fulltext; check if available ⏳
Z3MQP4QJ,conferencePaper,2019,"Thomas, I.F.",The future bioenergy potential of Australia,WEC2019: World Engineers Convention 2019,,,,https://search.informit.org/documentSummary;dn=977919934895036;res=IELENG,"Australia has an area of 7.7 million km2 a large part of which comprises little-used arid and semi-arid land. The country in world terms has a very stable government and is the sixth largest singly-managed land mass. It is one of the least populated and least cultivated and therefore has the greatest land area available for potential other uses (74.9%). By careful selection of plant species and use of saline/sodic borewater and seawater irrigation, a significant area could be set aside to crops in particular, to sustainable fuel crops. Based upon the propagation of halophyte ground crops and trees in arid and semi-arid areas, an estimated 6.5% of the country (500,000km2) is available without encroaching on other land uses. Halophyte species are salt-tolerant or salt-loving. Many grow naturally in Australia and are capable of surviving in desert conditions. They can also be used to progressively reclaim the current 57,000km2 of salt-affected agricultural lands which otherwise will reach 170,000km2 by 2050. Halophyte propagation does not need irrigation but production would increase by using saline/sodic borewater and reticulated seawater. The modelling work described here takes heed of climate, soil type, groundwater availability, coastal proximity, soil salinity and sodicity, dryland salinity risk, urban area salinity risk, protected areas, other land uses and precedents created by Argentina and Abu Dhabi. Current sustainable fuel initiatives are described such as trial propagation of Pongamia and Agave in the northern tropics and of speargrass, bluegrass, brigalow and buffel grass in the Burdekin and Fitzroy River catchment areas. Current production of biofuels, hydroelectricity, solar-voltaic power and wind power is addressed as well as the potential for using safe nuclear power in the future. The author concludes that Australia has the potential to become one of the world's largest producers and exporters of halophyte-based biofuels.",2019,15/3/2020 23:21,16/2/2021 2:21,,1729,,,,NA,,,,NA,NA,,Engineers Australia,"Melbourne, Vic, Australia",English,,,,,GS 2020,,-,NA,C:\Users\KEL329\Zotero\storage\89EDWT86\Thomas - 2019 - The future bioenergy potential of Australia.pdf,,2 - ALA cited
A9RCGLSI,thesis,2015,"Pinjun, S.",Butterfly Identification through a Joint Image-based Recognition and Q&A Learning System,,,,,http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0020-2308201523151600,"Ecological tourism is the choice of people to go outdoors for nature sightseeing, especially for butterfly species. Butterflies are commonly seen in nature and hence become a good topic for science education. People observe butterflies and used to identify their species through butterfly illustration handbooks. However, this process is time-consuming and hard for beginners to find the correct answer. Difficulties to identify the butterfly species will reduce people's interests to understand them. In this thesis, we propose a butterfly identification mobile application that combines two complemental sub-systems: an automatic image-based recognition sub-system and a query-and-answer (Q&A) based learning sub-system. We propose an image-based butterfly recognition sub-system to classify 94 kinds of butterflies with dissimilar appearances. The most convenient way to identify butterfly species is to analyze photos of the side views of butterflies. The users select sequentially 3 points on a butterfly image, including end of butterfly hindwing, butterfly compound eye, and end of butterfly forewing. Then our system performs image normalization, image segmentation and feature extraction to obtain the color and texture features. We applied Artificial Neural Network and Support Vector Machine for butterfly classification. The best average precision is 68.51% in the experiments. In this sub-system, introduction of butterflies is re-directed to Wikipedia. When users cannot acquire solutions by the image-based recognition sub-system, users can ask a question by uploading the picture to the butterfly Q&A-based learning sub-system then experts and enthusiasts can answer them. The reliability of the species identification can be done by experts and enthusiasts using a crowdsourcing approach. Moreover, the questioner can become a learner to try to answer questions uploaded by others. The learner can get feedback and earn scores in the community. When learners gain enough scores, they are raised to the Expert-level and have an authority of expert to identify species and help learners.",2015,28/2/2018 5:38,16/2/2021 0:49,,,,,,NA,,,,NA,NA,,Jinan University,,not specified,,,,,GS 2015,,10.6837/2fNCNU.2015.00232,NA,,,2 - ALA cited; Request Fulltext
NQ2IIWAA,conferencePaper,2013,"La Salle, J.",Advancing Biodiversity Discovery with Computer Vision,,,,,http://www.pamitc.org/iccv13/files/ICCV_2013_Conferece_workshop_program.pdf,"Recent advances in computer vision and accelerated phenomics techniques will help biologists face some of the big challenges of the next two to three decades: managing natural and agricultural landscapes under environmental change, emerging diseases, an increasing number of invasive species, and growing twice as much food on the same amount of arable land.  All of these challenges will rely on an extensive knowledge of biodiversity, and current methodology for documenting biodiversity is not keeping pace with the challenge.  This talk will explore whether computer vision can help supply the order of magnitude increase in the rate at which biodiversity information is captured necessary to inform biologists and environmental scientists as they face these challenges.",2013,28/2/2018 5:37,16/2/2021 0:49,,,,,,NA,,,,NA,NA,,Australian Bioinformatics Network,"Sydney, NSW, Australia",not specified,,,,,GS 2013,,-,NA,,,ALA author; Request Fulltext
CWC7B2X7,bookSection,2016,"Buchanan, R.A.",Damage to natural areas,Restoring natural areas in Australia,978-0-7313-0621-3,,,https://books.google.com.au/books?hl=en&lr=&id=MabqDAAAQBAJ&oi=fnd&pg=PT8&dq=%22Atlas+of+Living+Australia%22+OR+%22Atlas+Living+Australia%22+OR+%22ala.org.au%22&ots=sMj2t0etmp&sig=ElIqNWHLg_jBo8RTxZDs__wdOeA&redir_esc=y#v=onepage&q=%22Atlas%20of%20Living%20Australia%22%20OR%20%22Atlas%20Living%20Australia%22%20OR%20%22ala.org.au%22&f=false,,2016,28/2/2018 5:36,16/2/2021 0:39,,,,,,NA,,,,NA,NA,,NSW Industry & Investment,,not specified,,,,,GS 2016,,-,NA,C:\Users\KEL329\Zotero\storage\9VBZXKM5\Buchanan - 2016 - Damage to natural areas.pdf,,5 - ALA mentioned
G9XJK44C,thesis,2020,"Lilleso, J.P.B.",Defining and implementing quality of planting material for smallholder and restoration planting in Sub-saharan Africa,,,,,https://ign.ku.dk/english/employees/forest-nature-biomass/?pure=en%2Fpublications%2Fdefining-and-implementing-quality-of-planting-material-for-smallholder-and-restoration-planting-in-subsaharan-africa(34e2dd8b-30ef-4761-8ded-1f8f307c3cb0).html,"Agroforestry, the planting and utilisation of trees on farmland - is a blend of agriculture, forestry and horticulture. Agroforestry is practiced primarily by smallholder farmers in the tropics in subsistence and commercial production. The overall research question for the thesis is - What is the relevance of genetic quality for trees utilised in agroforestry and how are input supply chains taking genetic quality into account? The thesis investigates the relevance of working with smallholder agroforestry input supply chains - in the context of the two opposing views on the role of smallholders versus large farms in the development process and the structural transformation paradigm with a special focus on Africa - and also in the context of the seemingly divergent discourses in agroforestry, the ""Green Revolution strategy"" and ""Agroecological intensification/Complex Livelihoods View"".The thesis discusses adaptation of trees and how to apply adaptation as a quality concept for planting material of trees. The work on provenance research in forestry serves as an indication of the adaptation in the context of current and future climates (climate change). The practical implication for tropical species, almost all of which are untested, is that population-site matching should be the rule rather than just species-site matching. The challenge for population-site matching is that the knowledge on distribution and adaptation for the overwhelming majority of tropical tree species is rudimentary. The thesis therefore proposes to utilise Potential Natural Vegetation Maps (PNVs) as reference vegetation to determine distributions of tropical tree species across environmental variation, using individual PNV types as focal zones (for seed sources) with similar environmental conditions. The thesis tests the concept on a PNV map (co-authored by the present author) of a large forest-savanna area in Kenya and Uganda and finds it to be sufficiently reliable as a tool. The organisational aspects of establishing networks of seed sources are, however, a major but under-appreciated bottleneck for scaling-up and the thesis therefore investigates the functioning of input supply chains and how genetic quality is handled. The focus is on partial sub-sector analyses of Nepal, Malawi, Uganda, Burkina Faso, Kenya and Ethiopia (with the present author as the lead designer of the surveys). The surveys indicate that input supply networks are supply driven with limited concern for sustainability and genetic quality. Almost all seed derive from undescribed seed sources.The hypotheses posed in Chapter 1 (i) that genetic quality as expressed in adaptation is very important and (ii) genetic quality is largely ignored in agroforestry input supply chains, are thus by and large confirmed. This is obviously not a very promising result but there are initiatives that may contribute towards a change for agroforestry input supply systems - to be implemented such that tree diversity and productivity is mobilised on a large scale through sustainable networks of well-informed producers and distributors of tree seed and seedlings to knowledgeable customers AB - Agroforestry, the planting and utilisation of trees on farmland - is a blend of agriculture, forestry and horticulture. Agroforestry is practiced primarily by smallholder farmers in the tropics in subsistence and commercial production. The overall research question for the thesis is - What is the relevance of genetic quality for trees utilised in agroforestry and how are input supply chains taking genetic quality into account? The thesis investigates the relevance of working with smallholder agroforestry input supply chains - in the context of the two opposing views on the role of smallholders versus large farms in the development process and the structural transformation paradigm with a special focus on Africa - and also in the context of the seemingly divergent discourses in agroforestry, the ""Green Revolution strategy"" and ""Agroecological intensification/Complex Livelihoods View"".The thesis discusses adaptation of trees and how to apply adaptation as a quality concept for planting material of trees. The work on provenance research in forestry serves as an indication of the adaptation in the context of current and future climates (climate change). The practical implication for tropical species, almost all of which are untested, is that population-site matching should be the rule rather than just species-site matching. The challenge for population-site matching is that the knowledge on distribution and adaptation for the overwhelming majority of tropical tree species is rudimentary. The thesis therefore proposes to utilise Potential Natural Vegetation Maps (PNVs) as reference vegetation to determine distributions of tropical tree species across environmental variation, using individual PNV types as focal zones (for seed sources) with similar environmental conditions. The thesis tests the concept on a PNV map (co-authored by the present author) of a large forest-savanna area in Kenya and Uganda and finds it to be sufficiently reliable as a tool. The organisational aspects of establishing networks of seed sources are, however, a major but under-appreciated bottleneck for scaling-up and the thesis therefore investigates the functioning of input supply chains and how genetic quality is handled. The focus is on partial sub-sector analyses of Nepal, Malawi, Uganda, Burkina Faso, Kenya and Ethiopia (with the present author as the lead designer of the surveys). The surveys indicate that input supply networks are supply driven with limited concern for sustainability and genetic quality. Almost all seed derive from undescribed seed sources.The hypotheses posed in Chapter 1 (i) that genetic quality as expressed in adaptation is very important and (ii) genetic quality is largely ignored in agroforestry input supply chains, are thus by and large confirmed. This is obviously not a very promising result but there are initiatives that may contribute towards a change for agroforestry input supply systems - to be implemented such that tree diversity and productivity is mobilised on a large scale through sustainable networks of well-informed producers and distributors of tree seed and seedlings to knowledgeable customers",2020,16/2/2021 0:25,16/2/2021 0:28,,,,,,NA,,,,NA,NA,,University of Copenhagen,"Copenhagen, Denmark",not specified,,PhD,,,GS 2021,,-,NA,C:\Users\KEL329\Zotero\storage\AFV3G4N2\Lillesø - 2020 - Defining and implementing quality of planting mate.pdf,,5 - ALA mentioned
9FW53GJD,conferencePaper,2011,"Pickering, J.; Cassis, G.; Storey, M.","Sharing information on species interactions, phenology, identification, and checklists",Proceedings of the TDWG 2011 Annual Conference,,,,https://mbgocs.mobot.org/index.php/tdwg/2011/paper/view/138/0,"""The Atlas of Living Australia (http://www.ala.org.au), Discover Life (http://www.discoverlife.org), BioInfo (UK) (http://www.bioinfo.org.uk) and the Encyclopedia of Life (http://www.eol.org) are working together to develop a schema and controlled vocabulary to share information on species interactions (see http://www.discoverlife.org/siad/proposal.html).  The focus of this interest group is to seek broad community input about the biological processes that we should cover in this process.   What species interactions should we include?  What questions do biologists want to ask about species interactions?   For example questions, see a draft list at http://www.discoverlife.org/siad/questions.html .  In short, we want ideas and feedback. If time permits, we will also seek feedback on how to share information on species phenology, identification characters, and checklists.  Since inception in 1998, Discover Life has had a billion hits.  Much of the information that it serves is not covered by current TDWG standards.  We will present examples and demonstrate how this information is assembled, corrected, and disseminated.  For documentation on Discover Life's tools and webservices, see http://www.discoverlife.org/nh/id/20q/20q_help.html .""",2011,28/2/2018 5:37,27/2/2023 5:22,,,,,,NA,,,,NA,NA,,,"New Orleans, Loiusiana, USA",not specified,,,,,GS 2011,,-,NA,"C:\Users\KEL329\Zotero\storage\NNNI4F3D\Pickering et al. - 2011 - Sharing information on species interactions, pheno.pdf",,5 - ALA mentioned
U6L6FW7D,conferencePaper,2009,"Michener, W.; Allard, S.; Allen, P.; Buneman, P.; Butler, R.; Cobb, J.; Cook, R.; Cruse, P.; Deelman, E.; DeRoure, D.","DataONE: A virtual data center for biology, ecology, and the environmental sciences",,,,,https://eco.confex.com/eco/2009/techprogram/P18961.HTM,,2009,17/5/2018 0:17,27/2/2023 5:25,,,,,,NA,,,,NA,NA,,,"Albuquerque, NM,USA",not specified,,,,,GS 2009,,-,NA,"C:\Users\KEL329\Zotero\storage\QDQBHQD9\Michener et al. - 2009 - DataONE A virtual data center for biology, ecolog.pdf",,ALA author
5CS54WVQ,book,2016,"Reid, A.",Cephalopods of Australia and Sub-Antarctic Territories,,978-1-4863-0393-9,,,https://ebooks.publish.csiro.au/content/cephalopods-australia-and-sub-antarctic-territories,"Australian waters contain the highest diversity of cephalopods (squid, cuttlefish and octopus) found anywhere in the world. They are highly significant ecologically, both as top-level predators and as prey for numerous vertebrates, including fishes, seals, cetaceans and seabirds. Cephalopods of Australia and Sub-Antarctic Territories is a comprehensive guide covering 226 species, which represent over a quarter of the world's cephalopod fauna. With an emphasis on identification, this book includes keys, species descriptions, full-colour illustrations and distribution maps, as well as a summary of the biology and behaviour of cephalopods and fisheries information. This is an invaluable tool for researchers and fisheries experts as well as amateur naturalists, fishers and divers.",2016,28/2/2018 5:37,15/2/2021 6:17,,,,,,NA,,,,NA,NA,,CSIRO Publishing,"Canberra, ACT, Australia",not specified,,,,,GS 2016,,10.1071/9781486303946,NA,C:\Users\KEL329\Zotero\storage\XNDTFM57\Reid - 2016 - Cephalopods of Australia and Sub-Antarctic Territo.pdf,,2 - ALA cited
R3ESCYA8,book,2019,"Palmer, CSIRO",Wildlife of the Otways and Shipwreck Coast,,978-1-4863-0898-9,,,https://ebooks.publish.csiro.au/content/wildlife-otways-and-shipwreck-coast,"The Otways and Shipwreck Coast is known for its natural beauty and attracts millions of visitors each year, particularly along the Great Ocean Road. The value of the region's rich biodiversity is recognised at the national and global level and its wildlife is markedly different to other regions, including eastern Victoria which supports similar vegetation types. Wildlife of the Otways and Shipwreck Coast is a photographic field guide to the vertebrate wildlife of Victoria's south-west. It covers all the mammals, birds, reptiles and frogs that occur in the region, including on land and in coastal waters. Each of the 288 species profiles includes a description and information on identification, range, conservation status, habitat use and ecology and is complemented by an exquisite colour photograph and a detailed distribution map. The book also includes chapters on habitat types, conservation and management, and on 14 key places in the region to view wildlife. This book will allow those interested in wildlife, including residents and visitors, to identify vertebrate animals found in the region. Readers will also become more familiar with the distinct role the Otways has in conserving Australia's biodiversity.",2019,11/4/2019 3:18,15/2/2021 6:15,,,304,,,NA,,,,NA,NA,,CSIRO Publishing,,English,,,,,GS 2019,,10.1071/9781486308996,NA,C:\Users\KEL329\Zotero\storage\MPTZRJJM\Palmer - 2019 - Wildlife of the Otways and Shipwreck Coast.pdf,,2 - ALA cited
3VMAGB6J,bookSection,2017,"Karouta-Manasse, F.",References: Discovering Australian Flora: An Australian National Botanic Gardens Experience,Discovering Australian Flora: An Australian National Botanic Gardens Experience,978-1-4863-0781-4,,,https://ebooks.publish.csiro.au/content/discovering-australian-flora,,2017,28/2/2018 5:37,10/2/2022 4:18,,,,,,NA,,,,NA,NA,,CSIRO Publishing,"Canberra, ACT, Australia",not specified,,,,,GS 2017,,10.1071/9781486307821,NA,C:\Users\KEL329\Zotero\storage\DP2XGJG5\Karouta-Manasse - 2017 - References.pdf,,5 - ALA mentioned
2KWJDU5Y,book,2018,"Heatwole, H.",Status of Conservation and Decline of Amphibians,,978-1-4863-0838-5,,,https://www.publish.csiro.au/book/7783/,"Amphibians are among the most threatened groups of animals on earth. In part due to their highly permeable skin, amphibians are highly sensitive to environmental changes and pollution and provide an early-warning system of deteriorating environmental conditions. The more we learn about the impact of environmental changes on amphibians, the better we as humans will be able to arrest their demise, and our own.  Status of Conservation and Decline of Amphibians brings together the current knowledge on the status of the unique frogs of Australia, New Zealand, and the Pacific. Although geographically proximate, each region presents unique challenges and opportunities in amphibian research and conservation. This book contributes to an understanding of the current conservation status of the amphibians of each region, aims to stimulate research into halting amphibian declines, and provides a better foundation for making conservation decisions. It is an invaluable reference for environmental and governmental agencies, researchers, policy-makers involved with biodiversity conservation, and the interested public.",2018,14/6/2018 0:04,15/2/2021 6:10,,,,,,NA,,,,NA,NA,,CSIRO Publishing,,English,,,,,GS 2018,,10.1071/9781486308392,NA,C:\Users\KEL329\Zotero\storage\A6PBSZBT\Heatwole - 2018 - Status of Conservation and Decline of Amphibians.pdf,,1 - ALA used; Species occurrence records
Y4F99C86,bookSection,2017,"Lembo, K.; Crough, J.; Woolcott, G.",Real-world science in the classroom,Teaching Secondary Science: Theory and Practice,,,,https://books.google.com.au/books?hl=en&lr=&id=8c9CDwAAQBAJ&oi=fnd&pg=PA73&dq=%22Atlas+of+Living+Australia%22+OR+%22Atlas+Living+Australia%22+OR+%22ala.org.au%22&ots=zA-fp2-x7d&sig=B6OsH_HBPk6eTVot6YW0UXQyXbo&redir_esc=y#v=onepage&q=%22Atlas%20of%20Living%20Australia%22%20OR%20%22Atlas%20Living%20Australia%22%20OR%20%22ala.org.au%22&f=false,,2017,28/2/2018 6:05,15/2/2021 5:09,,,,,,NA,,,,NA,NA,,,,not specified,,,,,GS 2017,,-,NA,C:\Users\KEL329\Zotero\storage\64ZHFH5A\Lembo et al. - 2017 - Real-world science in the classroom.pdf,,5 - ALA mentioned
XWT62493,report,2014,"Turner, P.; Ximenes, F.; Penman, T.; Law, B.; Waters, C.; Mo, M.; Brock, P.",Accounting for biodiversity in Life Cycle Impact Assessments of forestry and agricultural systems-the BioImpact metric,,,,,https://www.researchgate.net/publication/274640378,,2014,28/2/2018 5:37,22/3/2023 5:49,,,,,,NA,,,,NA,NA,,Forest&Wood Products Australia,"Melbourne, Australia",not specified,,,,,GS 2014,,-,NA,C:\Users\KEL329\Zotero\storage\X6FGDWTC\Turner et al. - 2014 - Accounting for biodiversity in Life Cycle Impact A.pdf,,1 - ALA used; Species lists; Spatial Portal
VGL72XPK,bookSection,2015,"Rayner, G.M.",Student-generated videos for inquiry-oriented projects in environmental science,"Student-generated Digital Media in Science Education: Learning, Explaining and Communicating Content",,,,https://books.google.com.au/books?hl=en&lr=&id=MAcXCgAAQBAJ&oi=fnd&pg=PA108&dq=%22Atlas+of+Living+Australia%22+OR+%22Atlas+Living+Australia%22+OR+%22ala.org.au%22&ots=iQJI_XHbxg&sig=YRF2QRWjMuDntH1HfmC94IEWbqI&redir_esc=y#v=onepage&q=%22Atlas%20of%20Living%20Australia%22%20OR%20%22Atlas%20Living%20Australia%22%20OR%20%22ala.org.au%22&f=false,,2015,28/2/2018 5:37,15/2/2021 5:05,,,,,,NA,,,,NA,NA,,,,not specified,,,,,GS 2015,,-,NA,C:\Users\KEL329\Zotero\storage\D7GLHD3D\Rayner - 2015 - Student-generated videos for inquiry-oriented proj.pdf,,4 - ALA acknowledged
X38KM369,report,2019,"Williams, G A",Distribution and status of the Australian water-rat/rakali (Hydromys Chrysogaster) in the greater ACT Region,,,,,https://www.npaact.org.au/res/File/2019/repHydromys.ACT%202019%20(WET).pdf,"The Australian water-rat or rakali* (Hydromys chrysogaster) is an exceptionally difficult species to survey using conventional live-trapping techniques. Consequently, relatively little is known about the current distribution and status of this very attractive native mammal in most parts of its range. This, in turn, has contributed to limited public awareness of rakali's occurrence and its important ecological role as a top aquatic predator.",2019,18/12/2019 23:54,22/3/2023 5:50,,33,,,,NA,,,,NA,NA,,Australian Platypus Conservancy,"Canberra, Australia",English,,,,,GS 2019,,-,NA,C:\Users\KEL329\Zotero\storage\FJZRDRWQ\Williams - 2019 - Distribution and status of the Australian water-ra.pdf,,1 - ALA used; Species occurrence records
