doi,best_oa_location,oa_locations,oa_locations_embargoed,data_standard,is_oa,is_paratext,genre,oa_status,has_repository_copy,journal_is_oa,journal_is_in_doaj,journal_issns,journal_issn_l,journal_name,publisher,published_date,year,title,updated_resource,authors
10.1002/jmor.20837,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,"0362-2525,1097-4687",0362-2525,Journal of Morphology,Wiley,2018-06-07,2018,"The evolution of underwater flight: The redistribution of pectoral fin rays, in manta rays and their relatives (Myliobatidae)",2022-08-29T15:06:11.681193,
10.7882/az.2018.011,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0067-2238,0067-2238,Australian Zoologist,Royal Zoological Society of New South Wales,2019-12-01,2019,The distribution and status of the Giant Burrowing Frog Heleioporus australiacus in the Shoalhaven region of south-eastern New South Wales,2021-01-16T12:42:28.390221,
10.1111/gcb.14398,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"1354-1013,1365-2486",1354-1013,Global Change Biology,Wiley,2018-08-01,2018,Rapid shifts in distribution and high‐latitude persistence of oceanographic habitat revealed using citizen science data from a climate change hotspot,2022-10-13T13:31:10.192158,
10.1093/database/bax100,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1758-0463,1758-0463,Database,Oxford University Press (OUP),2018-01-01,2018,"To increase trust, change the social design behind aggregated biodiversity data",2021-11-27T19:35:37.905510,
10.3897/bdj.6.e28073,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"1314-2828,1314-2836",1314-2828,Biodiversity Data Journal,Pensoft Publishers,2018-11-07,2018,"A story of data won, data lost and data re-found: the realities of ecological data preservation",2022-04-18T08:23:32.746169,
10.1002/aps3.1024,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"2168-0450,2168-0450",2168-0450,Applications in Plant Sciences,Wiley,2018-02-01,2018,Herbarium data: Global biodiversity and societal botanical needs for novel research,2021-11-26T04:46:45.373604,
10.1016/j.ecoinf.2018.11.003,,,,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,1574-9541,1574-9541,Ecological Informatics,Elsevier BV,2019-01-01,2019,The Bari Manifesto: An interoperability framework for essential biodiversity variables,2022-11-19T16:14:47.747593,
10.3897/zookeys.846.35028,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"1313-2970,1313-2989",1313-2970,ZooKeys,Pensoft Publishers,2019-05-16,2019,"A new and cryptic species of Lissodesmus Chamberlin, 1920 (Diplopoda, Polydesmida, Dalodesmidae) from Tasmania, Australia",2022-09-01T10:02:57.321738,
10.3767/persoonia.2020.44.04,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0031-5850,0031-5850,Persoonia - Molecular Phylogeny and Evolution of Fungi,Naturalis Biodiversity Center,2020-06-29,2020,Resurrecting the genus Geomorium: Systematic study of fungi in the genera Underwoodia and Gymnohydnotrya (Pezizales) with the description of three new South American species,2022-08-14T17:23:21.883118,
10.4202/app.00485.2018,,,,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,TRUE,0567-7920,0567-7920,Acta Palaeontologica Polonica,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)",2018-01-01,2018,Quail-thrushes from the Miocene of northern Australia,2021-02-05T10:35:58.411807,
10.1016/j.rsma.2018.100449,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,2352-4855,2352-4855,Regional Studies in Marine Science,Elsevier BV,2019-01-01,2019,Inter-boundary comparison between Bass Strait and southeastern Tasmania reveals taxon-specific effects of phylogeographic determinants in marine Mollusca,2021-01-14T06:39:45.198723,
10.1071/am16007,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0310-0049,0310-0049,Australian Mammalogy,CSIRO Publishing,2017-01-01,2017,Land-based observations of cetaceans and a review of recent strandings at subantarctic Macquarie Island,2021-01-15T02:27:00.030154,
10.1371/journal.pone.0075078,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLoS ONE,Public Library of Science (PLoS),2013-09-24,2013,"Different Traits Determine Introduction, Naturalization and Invasion Success In Woody Plants: Proteaceae as a Test Case",2022-08-23T15:53:38.395760,
10.1016/j.future.2015.07.004,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,0167-739X,0167-739X,Future Generation Computer Systems,Elsevier BV,2016-03-01,2016,Workforce-efficient consensus in crowdsourced transcription of biocollections information,2021-05-26T18:56:29.942206,
10.1016/j.biocon.2016.09.004,,,,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,0006-3207,0006-3207,Biological Conservation,Elsevier BV,2017-09-01,2017,Contribution of citizen science towards international biodiversity monitoring,2022-04-02T18:23:17.250383,
10.1007/978-3-319-51835-0_4,,,,2,FALSE,FALSE,book-chapter,closed,FALSE,FALSE,FALSE,"1863-2246,1863-2351",1863-2246,Choosing a Map Projection,Springer International Publishing,2017-01-01,2017,Map Projections and the Internet,2021-01-19T18:15:01.664963,
10.7751/telopea8309,,,,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"0312-9764,2200-4025",0312-9764,Telopea,Royal Botanical Gardens and Domain Trust,2015-05-25,2015,"Grevillea laurifolia subsp. caleyana Olde (Proteaceae: Grevilleoideae: Hakeinae), a new subspecies from the Blue Mountains of New South Wales",2022-05-29T08:18:26.798922,
10.11646/zootaxa.4126.4.1,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1175-5334,1175-5326",1175-5326,Zootaxa,Magnolia Press,2016-06-21,2016,"<strong>Revision of the water-holding frogs, <em>Cyclorana</em> <em>platycephala</em> (Anura: Hylidae), from arid Australia, including a description of a new species</strong>",2022-04-29T10:35:59.212013,
10.1071/rj15047,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,1036-9872,1036-9872,The Rangeland Journal,CSIRO Publishing,2015-01-01,2015,New partnerships for managing large desert landscapes: experiences from the Martu Living Deserts Project,2021-04-26T21:32:32.193686,
10.1111/jav.01552,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0908-8857,0908-8857,Journal of Avian Biology,Wiley,2018-02-01,2018,Ecological opportunity and ecomorphological convergence in Australasian robins (Petroicidae),2022-10-21T08:30:28.633537,
10.1016/j.cropro.2017.02.006,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,0261-2194,0261-2194,Crop Protection,Elsevier BV,2017-06-01,2017,"Migration of green mirid, Creontiades dilutus (Stål) and residence of potato bug, Closterotomus norwegicus (Gmelin) in Tasmania (Hemiptera: Miridae: Mirinae: Mirini)",2021-04-29T05:46:39.116785,
10.1016/j.apgeochem.2017.06.007,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0883-2927,0883-2927,Applied Geochemistry,Elsevier BV,2017-09-01,2017,"Isotopic fingerprinting of atmospheric nitrogen and sulfur using lichens (Cladia retipora) in Tasmania, Australia",2021-03-26T20:16:15.958945,
10.1111/ddi.12570,,,,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"1366-9516,1472-4642",1366-9516,Diversity and Distributions,Wiley,2017-05-24,2017,Climate change decouples marine and freshwater habitats of a threatened migratory fish,2022-10-25T12:58:24.938685,
10.2989/16085914.2017.1405788,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1608-5914,1727-9364",1608-5914,African Journal of Aquatic Science,National Inquiry Services Center (NISC),2017-12-14,2017,"Freshwater crayfish invasions in South Africa: past, present and potential future",2021-01-16T13:51:09.934645,
10.1101/178475,,,,2,TRUE,FALSE,posted-content,green,TRUE,FALSE,FALSE,NA,NA,NA,Cold Spring Harbor Laboratory,2017-08-20,2017,Current geography masks dynamic history of gene flow during speciation in northern Australian birds,2021-01-14T07:17:53.176023,
10.1111/aec.12519,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1442-9985,1442-9985,Austral Ecology,Wiley,2017-07-26,2017,Does the morphology of animal foraging pits influence secondary seed dispersal by ants?,2021-04-21T01:12:19.430370,
10.1080/00049182.2016.1229240,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0004-9182,1465-3311",0004-9182,Australian Geographer,Informa UK Limited,2016-09-20,2016,Identifying and Preventing Biopiracy in Australia: patent landscapes and legal geographies for plants with Indigenous Australian uses,2021-01-13T05:34:43.620539,
10.1007/s10592-017-0983-1,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1566-0621,1572-9737",1566-0621,Conservation Genetics,Springer Science and Business Media LLC,2017-05-30,2017,Genetics and species distribution modelling of Solanum johnsonianum (Solanaceae) reveal impacts of brigalow land clearing on this endemic species,2021-01-17T14:51:34.002286,
10.1007/s10530-016-1332-x,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"1387-3547,1573-1464",1387-3547,Biological Invasions,Springer Science and Business Media LLC,2016-11-12,2016,Improved surveillance for early detection of a potential invasive species: the alien Rose-ringed parakeet Psittacula krameri in Australia,2021-10-18T19:38:27.394234,
10.1007/s10750-013-1600-z,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0018-8158,1573-5117",0018-8158,Hydrobiologia,Springer Science and Business Media LLC,2013-06-27,2013,Aquatic biodiversity in the Mediterranean climate rivers of southwestern Australia,2021-01-13T19:25:06.793262,
10.1111/aen.12158,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,2052-174X,2052-174X,Austral Entomology,Wiley,2015-07-07,2015,Biosystematics and conservation biology: critical scientific disciplines for the management of insect biological diversity,2021-01-17T18:41:46.755087,
10.1016/j.envsoft.2015.10.025,,,,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,1364-8152,1364-8152,Environmental Modelling &amp; Software,Elsevier BV,2016-02-01,2016,The Biodiversity and Climate Change Virtual Laboratory: Where ecology meets big data,2022-11-08T00:30:31.299842,
10.3897/bdj.4.e10279,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"1314-2828,1314-2836",1314-2828,Biodiversity Data Journal,Pensoft Publishers,2016-11-07,2016,"India Biodiversity Portal: An integrated, interactive and participatory biodiversity informatics platform",2022-09-15T09:33:36.154462,
10.12705/662.9,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0040-0262,0040-0262,Taxon,Wiley,2017-05-04,2017,Producing a plant diversity portal for South Africa,2021-04-21T11:44:18.343196,
10.1111/j.1440-6055.2007.00601.x,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1326-6756,1440-6055",1326-6756,Australian Journal of Entomology,Wiley,2007-08-01,2007,"Australian biodiversity: threats for the present, opportunities for the future",2021-04-20T02:28:12.504442,
10.1007/s12225-008-9014-1,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0075-5974,1874-933X",0075-5974,Kew Bulletin,Springer Science and Business Media LLC,2008-03-01,2008,Alpha e-taxonomy: responses from the systematics community to the biodiversity crisis,2021-01-15T23:10:00.634105,
10.1080/10496500903014669,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1049-6505,1540-4722",1049-6505,Journal of Agricultural & Food Information,Informa UK Limited,2009-07-15,2009,The Biodiversity Heritage Library: Exposing the Taxonomic Literature,2021-01-17T19:28:37.325348,
10.1111/j.1440-6055.2009.00703.x,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1326-6756,1440-6055",1326-6756,Australian Journal of Entomology,Wiley,2009-08-01,2009,Viva La Revolución! Designing the digital renaissance in zoological taxonomy,2021-01-15T01:16:13.539780,
10.1071/ap09026,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0815-3191,0815-3191,Australasian Plant Pathology,Springer Science and Business Media LLC,2009-01-01,2009,Soilborne diseases in the context of plant biosecurity,2021-01-18T03:08:30.245462,
10.3897/zookeys.50.538,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"1313-2970,1313-2989",1313-2970,ZooKeys,Pensoft Publishers,2010-06-30,2010,Semantic tagging of and semantic enhancements to systematics papers: ZooKeys working examples,2022-10-19T00:26:25.519347,
10.3897/zookeys.45.263,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"1313-2970,1313-2989",1313-2970,ZooKeys,Pensoft Publishers,2010-05-05,2010,DELTA for Beginners. An introduction into the taxonomy software package DELTA,2022-10-31T20:10:44.576399,
10.1002/tax.596016,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0040-0262,0040-0262,TAXON,Wiley,2010-12-01,2010,Report of the Special Committee on Electronic Publication,2021-01-19T14:36:36.204501,
10.1126/science.1188639,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0036-8075,1095-9203",0036-8075,Science,American Association for the Advancement of Science (AAAS),2010-06-11,2010,"Biodiversity Conservation Research, Training, and Policy in São Paulo",2022-07-28T17:19:00.423176,
10.1371/journal.pone.0011831,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLoS ONE,Public Library of Science (PLoS),2010-08-02,2010,Marine Biodiversity in the Australian Region,2021-11-28T08:22:00.877556,
10.1080/19386389.2010.506400,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"1938-6389,1937-5034",1937-5034,Journal of Library Metadata,Informa UK Limited,2010-08-31,2010,The Biodiversity Heritage Library: Advancing Metadata Practices in a Collaborative Digital Library,2022-06-03T06:44:09.573802,
10.3724/sp.j.1003.2010.480,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1005-0094,1005-0094,Biodiversity Science,Biodiversity Science,2010-01-01,2010,On the architecture of biodiversity e-Science infrastructure in China,2021-01-17T04:32:38.223801,
10.3724/sp.j.1003.2010.429,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1005-0094,1005-0094,Biodiversity Science,Biodiversity Science,2010-01-01,2010,Progress in Biodiversity Informatics,2021-01-19T05:38:38.964486,
10.1111/j.1442-9993.2009.02048.x,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1442-9985,1442-9993",1442-9985,Austral Ecology,Wiley,2009-11-25,2009,Managing biodiversity data within the context of climate change: towards best practice,2021-01-15T03:32:04.374753,
10.3897/zookeys.95.1461,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"1313-2970,1313-2989",1313-2970,ZooKeys,Pensoft Publishers,2011-05-04,2011,"Revision of the stiletto fly genera Acupalpa Kröber and Pipinnipons Winterton (Diptera, Therevidae, Agapophytinae) using cybertaxonomic methods, with a key to Australasian genera",2022-05-29T01:15:52.975812,
10.3897/zookeys.150.1766,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"1313-2970,1313-2989",1313-2970,ZooKeys,Pensoft Publishers,2011-11-28,2011,Data issues in the life sciences,2022-09-16T04:50:56.207931,
10.3897/zookeys.150.2189,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"1313-2970,1313-2989",1313-2970,ZooKeys,Pensoft Publishers,2011-11-28,2011,Creative Commons licenses and the non-commercial condition: Implications for the re-use of biodiversity information,2022-07-29T20:06:05.063492,
10.1080/11263504.2011.633116,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1126-3504,1724-5575",1126-3504,Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology,Informa UK Limited,2011-12-01,2011,Fungal conservation needs help from botanists,2021-01-13T22:03:13.434591,
10.1186/2041-1480-2-7,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2041-1480,2041-1480,Journal of Biomedical Semantics,Springer Science and Business Media LLC,2011-01-01,2011,Identifying and relating biological concepts in the Catalogue of Life,2022-11-03T17:58:15.147418,
10.1071/muv111n3_ed,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0158-4197,1448-5540",0158-4197,Emu - Austral Ornithology,Informa UK Limited,2011-09-01,2011,Museum collections in ornithology: today's record of avian biodiversity for tomorrow's world,2021-01-15T05:16:22.751034,
10.1002/ece3.81,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2045-7758,2045-7758,Ecology and Evolution,Wiley,2011-12-07,2011,"Pheromone production, male abundance, body size, and the evolution of elaborate antennae in moths",2022-11-10T02:11:29.568035,
10.1111/j.1523-1739.2011.01725.x,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0888-8892,0888-8892,Conservation Biology,Wiley,2011-11-09,2011,The Role of Natural History Institutions and Bioinformatics in Conservation Biology,2022-11-21T04:22:17.235276,
10.1002/bult.2011.1720370411,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,0095-4403,0095-4403,Bulletin of the American Society for Information Science and Technology,Wiley,2011-04-01,2011,Organizing our knowledge of biodiversity,2022-10-11T18:09:22.488402,
10.1186/1471-2105-12-s15-s5,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1471-2105,1471-2105,BMC Bioinformatics,Springer Science and Business Media LLC,2011-12-01,2011,Data hosting infrastructure for primary biodiversity data,2022-10-21T20:07:22.843466,
10.11646/zootaxa.3359.1.3,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1175-5334,1175-5326",1175-5326,Zootaxa,Magnolia Press,2012-06-28,2012,Ultra-small RFID p-Chips on the heads of entomological pins provide an automatic and durable means to track and label insect specimens,2022-07-12T05:49:39.603811,
10.11646/zootaxa.3546.1.1,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,"1175-5334,1175-5326",1175-5326,Zootaxa,Magnolia Press,2012-11-12,2012,"Description of two new Carlia species (Reptilia: Scincidae) from north-east Australia, elevation of Carlia pectoralis inconnexa Ingram &amp; Covacevich 1989 to full species status, and redescription of Carlia pectoralis (de Vis 1884)",2022-07-07T13:57:34.153620,
10.7882/az.2018.038,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0067-2238,0067-2238,Australian Zoologist,Royal Zoological Society of New South Wales,2019-01-01,2019,An epidemiologic model of koi herpesvirus (KHV) biocontrol for carp in Australia,2022-03-07T18:45:45.546101,
10.1111/ddi.12766,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,1366-9516,1366-9516,Diversity and Distributions,Wiley,2018-05-02,2018,Improving biodiversity surrogates for conservation assessment: A test of methods and the value of targeted biological surveys,2022-10-30T13:23:05.136717,
10.1002/aps3.1021,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"2168-0450,2168-0450",2168-0450,Applications in Plant Sciences,Wiley,2018-02-01,2018,The Macrofungi Collection Consortium,2021-11-28T19:39:18.323791,
10.1016/j.watres.2018.07.044,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0043-1354,0043-1354,Water Research,Elsevier BV,2018-11-01,2018,Tree water-use strategies to improve stormwater retention performance of biofiltration systems,2021-04-02T22:11:09.864804,
10.1111/1365-2664.13052,,,,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"0021-8901,1365-2664",0021-8901,Journal of Applied Ecology,Wiley,2017-12-28,2017,High‐productivity vegetation is important for lessening bird declines during prolonged drought,2022-11-02T13:40:16.304945,
10.1071/bt18118,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0067-1924,0067-1924,Australian Journal of Botany,CSIRO Publishing,2018-01-01,2018,"Phylogenetic diversity and conservation of rainforests in the Sunshine Coast region, Queensland, Australia",2021-01-19T05:48:06.979944,
10.1093/biolinnean/blx168,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0024-4066,1095-8312",0024-4066,Biological Journal of the Linnean Society,Oxford University Press (OUP),2018-02-12,2018,Persistence with episodic range expansion from the early Pleistocene: the distribution of genetic variation in the forest tree Corymbia calophylla (Myrtaceae) in south-western Australia,2021-01-14T20:30:36.886399,
10.1111/rec.12898,,,,2,TRUE,FALSE,journal-article,hybrid,FALSE,FALSE,FALSE,"1061-2971,1526-100X",1061-2971,Restoration Ecology,Wiley,2018-11-25,2018,Restore and Renew: a genomics‐era framework for species provenance delimitation,2022-11-08T20:34:21.451296,
10.1111/emr.12335,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1442-7001,1839-3330,Ecological Management &amp; Restoration,Wiley,2018-08-31,2018,How to ensure threatened species monitoring leads to threatened species conservation,2022-08-04T08:38:21.261469,
10.1007/s00704-018-2385-9,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0177-798X,1434-4483",0177-798X,Theoretical and Applied Climatology,Springer Science and Business Media LLC,2018-01-27,2018,"Suitable areas of Phakopsora pachyrhizi, Spodoptera exigua, and their host plant Phaseolus vulgaris are projected to reduce and shift due to climate change",2021-01-17T04:04:26.416306,
10.1038/sdata.2017.202,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2052-4463,2052-4463,Scientific Data,Springer Science and Business Media LLC,2018-01-23,2018,Introducing the Global Register of Introduced and Invasive Species,2021-11-27T21:01:47.254405,
10.1071/bt17246,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0067-1924,0067-1924,Australian Journal of Botany,CSIRO Publishing,2018-01-01,2018,"The lichen flora of tropical Cape York Peninsula, Queensland, Australia",2021-01-15T22:27:45.783655,
10.1111/ecog.02850,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,0906-7590,0906-7590,Ecography,Wiley,2017-03-27,2017,Modelling species responses to extreme weather provides new insights into constraints on range and likely climate change impacts for Australian mammals,2022-10-31T11:12:16.969696,
10.1111/pce.13129,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0140-7791,0140-7791,"Plant, Cell &amp; Environment",Wiley,2018-01-29,2018,Tree hydraulic traits are coordinated and strongly linked to climate-of-origin across a rainfall gradient,2022-09-22T20:45:08.907656,
10.1111/cobi.13178,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0888-8892,0888-8892,Conservation Biology,Wiley,2018-07-23,2018,Quantifying current and potential contributions of Australian indigenous peoples to threatened species management,2021-01-19T04:47:12.274440,
10.1016/j.marpolbul.2018.09.047,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0025-326X,0025-326X,Marine Pollution Bulletin,Elsevier BV,2018-11-01,2018,"Marine introduced species in Australia, where to from here? A personal perspective from a practising taxonomist",2021-01-17T19:16:38.316168,
10.1371/journal.pone.0202766,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2018-08-22,2018,A long way from home: Biosecurity lessons learnt from the impact of La Niña on the transportation and establishment of tropical portunid species,2021-11-28T06:28:40.036071,
10.1007/s10584-018-2227-x,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"0165-0009,1573-1480",0165-0009,Climatic Change,Springer Science and Business Media LLC,2018-06-06,2018,Variability in precipitation seasonality limits grassland biomass responses to rising CO2: historical and projected climate analyses,2021-11-08T06:51:47.151761,
10.1016/j.eiar.2018.09.002,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0195-9255,0195-9255,Environmental Impact Assessment Review,Elsevier BV,2019-01-01,2019,Moving from reactive to proactive development planning to conserve Indigenous community and biodiversity values,2021-01-17T19:21:48.000877,
10.5334/cstp.114,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2057-4991,2057-4991,Citizen Science: Theory and Practice,"Ubiquity Press, Ltd.",2018-04-27,2018,Innovation in Citizen Science – Perspectives on Science-Policy Advances,2022-07-09T16:06:11.189754,
10.1111/2041-210x.12862,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,"2041-210X,2041-210X",2041-210X,Methods in Ecology and Evolution,Wiley,2017-09-14,2017,raptr: Representative and adequate prioritization toolkit in R,2022-11-02T13:39:50.759244,
10.1071/am16062,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0310-0049,0310-0049,Australian Mammalogy,CSIRO Publishing,2019-01-01,2019,Extensive range contraction predicted under climate warming for a gliding mammal in north-eastern Australia,2021-01-15T01:53:13.130005,
10.1071/sb17062,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1030-1887,1030-1887,Australian Systematic Botany,CSIRO Publishing,2018-01-01,2018,The noble and the exalted: a multidisciplinary approach to resolving a taxonomic controversy within Ptilotus (Amaranthaceae),2021-01-18T06:21:51.088663,
10.1038/s41598-020-79551-0,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2021-01-13,2021,"Past and future potential range changes in one of the last large vertebrates of the Australian continent, the emu Dromaius novaehollandiae",2021-02-05T05:46:31.197961,
10.1016/j.jhazmat.2020.124813,,,,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,0304-3894,0304-3894,Journal of Hazardous Materials,Elsevier BV,2021-04-01,2021,Imaging Zn and Ni distributions in leaves of different ages of the hyperaccumulator Noccaea caerulescens by synchrotron-based X-ray fluorescence,2022-11-21T21:12:54.321316,
10.3390/fire4010001,,,,2,TRUE,FALSE,journal-article,green,TRUE,TRUE,TRUE,2571-6255,2571-6255,Fire,MDPI AG,2021-01-07,2021,Changing Climate Suitability for Dominant Eucalyptus Species May Affect Future Fuel Loads and Flammability in Tasmania,2022-10-05T05:09:05.605266,
10.1016/j.agee.2020.107296,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0167-8809,0167-8809,"Agriculture, Ecosystems &amp; Environment",Elsevier BV,2021-04-01,2021,Many small rather than few large sources identified in long-term bee pollen diets in agroecosystems,2022-08-30T12:44:23.781480,
10.11646/zootaxa.2157.1.1,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1175-5334,1175-5326",1175-5326,Zootaxa,Magnolia Press,2009-07-14,2009,Revision of the stiletto fly genus Neodialineura Mann (Diptera: Therevidae): an empirical example of cybertaxonomy,2022-11-13T18:06:34.721441,
10.2478/mgr-2019-0020,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1210-8812,1210-8812,Moravian Geographical Reports,Walter de Gruyter GmbH,2019-12-01,2019,Citizen science as a new approach in Geography and beyond: Review and reflections,2022-11-07T05:16:41.650311,
10.1163/18759866-08501002,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,FALSE,"1383-4517,1875-9866",1383-4517,Contributions to Zoology,Brill,2016-01-12,2016,"Fossil and modern sponge fauna of southern Australia and adjacent regions compared: interpretation, evolutionary and biogeographic significance of the late Eocene ‘soft’ sponges",2021-04-21T10:34:46.045490,
10.18473/lepi.73i3.a7,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0024-0966,0024-0966,The Journal of the Lepidopterists' Society,Lepidopterists' Society,2019-12-13,2019,Migration and Overwintering in Australian Monarch Butterflies (Danaus plexippus (L.) (Lepidoptera: Nymphalidae): a Review with New Observations and Research Needs,2021-01-13T15:21:32.435058,
